source,target,string_score
HNRNPH2,SRSF11,0.71
HNRNPH2,HNRNPR,0.677
SRSF11,PHF3,0.523
SRSF11,UPF3B,0.911
SRSF11,U2AF2,0.92
SRSF11,CPSF7,0.647
SRSF11,PRPF39,0.557
SRSF11,UPF2,0.657
SRSF11,SON,0.897
SRSF11,UBN2,0.414
SRSF11,HNRNPR,0.516
U2AF2,UPF3B,0.561
U2AF2,NACC1,0.649
U2AF2,BCORL1,0.427
U2AF2,CAPRIN1,0.458
U2AF2,SCAF1,0.546
U2AF2,WAC,0.555
U2AF2,DDX23,0.725
U2AF2,PRPF39,0.801
U2AF2,HNRNPR,0.829
U2AF2,CPSF7,0.98
HNRNPR,HLA-G,0.477
LIN7B,GRIK2,0.475
LIN7B,GRIN1,0.521
LIN7B,NRXN3,0.531
LIN7B,SYT1,0.546
LIN7B,STX1A,0.556
LIN7B,SYN2,0.564
LIN7B,GRIN2A,0.578
LIN7B,RIMS1,0.58
LIN7B,STXBP1,0.58
LIN7B,TSPOAP1,0.586
LIN7B,NRXN2,0.595
LIN7B,DLG2,0.597
LIN7B,SNAP25,0.603
LIN7B,NRXN1,0.609
LIN7B,DLG3,0.614
LIN7B,PPFIA1,0.649
LIN7B,PPFIA3,0.683
LIN7B,DLG1,0.884
GRIK2,SLC1A1,0.461
GRIK2,NRXN2,0.412
GRIK2,SLC1A2,0.516
GRIK2,GRID2,0.818
GRIK2,GRIA2,0.767
GRIK2,MAP1B,0.534
GRIK2,CACNG2,0.747
GRIK2,GRIK5,0.999
GRIK2,GRM5,0.584
GRIK2,GABRB3,0.653
GRIK2,DLGAP1,0.487
GRIK2,HTR3C,0.563
GRIK2,CADM1,0.463
GRIK2,GRIN2A,0.718
GRIK2,CACNA1H,0.606
GRIK2,DLG1,0.924
GRIK2,SCN8A,0.63
GRIK2,HTR3A,0.692
GRIK2,GRM7,0.816
GRIK2,CACNA1G,0.624
GRIK2,GABRA3,0.52
GRIK2,GRIN1,0.77
GRIK2,DNM1,0.428
GRIK2,GRIK3,0.985
GRIK2,TBX22,0.44
GRIK2,DLGAP3,0.641
GRIK2,DLG3,0.884
GRIK2,DPP6,0.485
GRIK2,PTPRD,0.53
GRIK2,RPH3A,0.404
GRIK2,GRIP1,0.811
GRIK2,NRXN1,0.562
GRIK2,NLGN1,0.628
GRIK2,SCN4A,0.571
GRIK2,GABRA2,0.415
GRIK2,KCNJ10,0.48
GRIK2,NRXN3,0.505
GRIK2,GRIA3,0.657
GRIK2,CAMK2A,0.715
GRIK2,GRIA1,0.751
GRIK2,GRIK4,0.992
GRIN1,P2RX5,0.909
GRIN1,GFAP,0.693
GRIN1,PPP1R1B,0.426
GRIN1,SNAP25,0.553
GRIN1,UNC79,0.402
GRIN1,SYT1,0.436
GRIN1,SLC1A1,0.598
GRIN1,SYP,0.647
GRIN1,NRXN2,0.436
GRIN1,KCNC1,0.445
GRIN1,GABRB2,0.468
GRIN1,SLC1A2,0.622
GRIN1,GRID2,0.675
GRIN1,BSN,0.545
GRIN1,GRIA2,0.901
GRIN1,NAA15,0.545
GRIN1,CACNG2,0.894
GRIN1,GRIK5,0.577
GRIN1,NLGN2,0.469
GRIN1,GRM5,0.792
GRIN1,DLGAP1,0.57
GRIN1,HTR3C,0.578
GRIN1,GRIN2A,0.999
GRIN1,HOMER1,0.641
GRIN1,SHANK2,0.475
GRIN1,DNER,0.402
GRIN1,DLG1,0.878
GRIN1,LRFN2,0.894
GRIN1,HTR3A,0.787
GRIN1,AKAP9,0.468
GRIN1,CACNA2D1,0.446
GRIN1,CNR1,0.413
GRIN1,RIMS2,0.44
GRIN1,DLGAP2,0.442
GRIN1,NRXN1,0.449
GRIN1,DOCK1,0.45
GRIN1,CHRNA7,0.457
GRIN1,DPP10,0.461
GRIN1,EPHB2,0.467
GRIN1,SLC6A1,0.471
GRIN1,DPP6,0.477
GRIN1,DLGAP3,0.507
GRIN1,SYN2,0.538
GRIN1,CAMK2D,0.561
GRIN1,SYNGAP1,0.563
GRIN1,GABRG2,0.587
GRIN1,NLGN1,0.611
GRIN1,CAMK2B,0.687
GRIN1,GRIK3,0.691
GRIN1,GRIK4,0.692
GRIN1,DRD1,0.699
GRIN1,DLG2,0.761
GRIN1,GRIA3,0.877
GRIN1,DLG3,0.879
GRIN1,GRIA1,0.907
GRIN1,CAMK2A,0.911
NRXN3,STX1A,0.577
NRXN3,SNAP25,0.455
NRXN3,SYT1,0.704
NRXN3,NRXN2,0.585
NRXN3,GRID2,0.427
NRXN3,GRIA2,0.416
NRXN3,GRIK5,0.455
NRXN3,NLGN2,0.978
NRXN3,GRM5,0.724
NRXN3,MSRA,0.4
NRXN3,DLGAP1,0.659
NRXN3,GRID1,0.467
NRXN3,HOMER1,0.608
NRXN3,SHANK2,0.725
NRXN3,NLGN4Y,0.827
NRXN3,NEGR1,0.641
NRXN3,CHM,0.424
NRXN3,PCDH19,0.455
NRXN3,STXBP1,0.616
NRXN3,DLGAP3,0.634
NRXN3,DLG3,0.593
NRXN3,DLG2,0.682
NRXN3,DPP6,0.519
NRXN3,PTPRD,0.427
NRXN3,DPP10,0.494
NRXN3,CNTN4,0.672
NRXN3,CADM2,0.562
NRXN3,NXPH1,0.671
NRXN3,NRXN1,0.752
NRXN3,NLGN1,0.964
NRXN3,GRIA1,0.404
NRXN3,APBA2,0.596
NRXN3,CAMK2A,0.404
NRXN3,DLGAP2,0.645
SYT1,STX1A,0.999
SYT1,GFAP,0.544
SYT1,PPFIA1,0.665
SYT1,SNAP25,0.999
SYT1,RAB11FIP5,0.488
SYT1,NLGN2,0.4
SYT1,RPH3A,0.402
SYT1,ALDH1L1,0.411
SYT1,PCLO,0.415
SYT1,DLGAP1,0.433
SYT1,MAP1B,0.434
SYT1,HOMER1,0.434
SYT1,SHANK2,0.436
SYT1,SCGN,0.447
SYT1,GABRG2,0.448
SYT1,SLC1A2,0.454
SYT1,RIMS2,0.458
SYT1,CLTCL1,0.462
SYT1,GRIK5,0.464
SYT1,GRIN2A,0.465
SYT1,CADPS,0.469
SYT1,DPP10,0.471
SYT1,GABRB2,0.475
SYT1,NAV3,0.481
SYT1,GABRA4,0.485
SYT1,MAP1A,0.49
SYT1,KIF1A,0.493
SYT1,AP2M1,0.511
SYT1,STXBP5,0.519
SYT1,DLGAP2,0.52
SYT1,BSN,0.522
SYT1,CAMK2B,0.539
SYT1,LDLR,0.547
SYT1,NLGN1,0.57
SYT1,GRIA2,0.575
SYT1,TSPOAP1,0.575
SYT1,SLC6A1,0.636
SYT1,GRIA1,0.649
SYT1,CAMK2A,0.661
SYT1,DLG2,0.671
SYT1,DNM1,0.69
SYT1,SYNJ1,0.695
SYT1,LRP2,0.704
SYT1,RIMS1,0.718
SYT1,PPFIA3,0.72
SYT1,NRXN2,0.745
SYT1,CACNA1A,0.765
SYT1,CACNA1D,0.767
SYT1,CACNA1B,0.778
SYT1,NRXN1,0.798
SYT1,UNC13A,0.877
SYT1,SYN2,0.888
SYT1,SYP,0.942
SYT1,STXBP1,0.949
STX1A,KCNC1,0.403
STX1A,SYNJ1,0.403
STX1A,CADPS,0.417
STX1A,GNAI1,0.418
STX1A,SHANK2,0.418
STX1A,CACNB2,0.426
STX1A,CACNA2D1,0.468
STX1A,DNM1,0.488
STX1A,PCLO,0.53
STX1A,CACNA1H,0.539
STX1A,ITPR1,0.558
STX1A,DPYSL2,0.582
STX1A,GTF2I,0.607
STX1A,TSPOAP1,0.618
STX1A,NRXN2,0.643
STX1A,RPH3A,0.656
STX1A,KCNA3,0.659
STX1A,NRXN1,0.67
STX1A,PPFIA3,0.679
STX1A,PPFIA1,0.687
STX1A,CLIP2,0.715
STX1A,CACNA1D,0.717
STX1A,CACNA1C,0.759
STX1A,CACNA1A,0.774
STX1A,SYN2,0.775
STX1A,APBA2,0.789
STX1A,SYBU,0.789
STX1A,UNC13A,0.82
STX1A,BSN,0.825
STX1A,SLC6A1,0.9
STX1A,RIMS1,0.903
STX1A,SYP,0.914
STX1A,ST8SIA2,0.94
STX1A,KCNB1,0.98
STX1A,CACNA1B,0.99
STX1A,STXBP5,0.998
STX1A,STXBP1,0.999
STX1A,SNAP25,0.999
SYN2,GFAP,0.653
SYN2,PPFIA1,0.771
SYN2,SNAP25,0.921
SYN2,SYP,0.798
SYN2,NRXN2,0.541
SYN2,GABRB2,0.486
SYN2,CAMK4,0.556
SYN2,GRIA2,0.568
SYN2,MAP1B,0.675
SYN2,NLGN2,0.446
SYN2,GRM5,0.609
SYN2,BACE1,0.591
SYN2,STXBP5,0.817
SYN2,GRIN2A,0.504
SYN2,HOMER1,0.498
SYN2,PPFIA3,0.747
SYN2,DLG1,0.524
SYN2,TSPOAP1,0.534
SYN2,CACNA1B,0.4
SYN2,DNM1,0.725
SYN2,STXBP1,0.797
SYN2,RPH3A,0.434
SYN2,DRD1,0.603
SYN2,CACNB1,0.409
SYN2,NRXN1,0.591
SYN2,NLGN1,0.55
SYN2,DISC1,0.555
SYN2,SYNJ1,0.462
SYN2,RIMS2,0.442
SYN2,RIMS1,0.835
SYN2,GRIA1,0.754
SYN2,UNC13A,0.479
SYN2,SLC6A1,0.423
SYN2,PAX6,0.431
SYN2,CAMK2A,0.647
GRIN2A,P2RX5,0.907
GRIN2A,GFAP,0.527
GRIN2A,PPP1R1B,0.706
GRIN2A,SNAP25,0.538
GRIN2A,SLC1A1,0.671
GRIN2A,SYP,0.665
GRIN2A,PTPN4,0.979
GRIN2A,GABRA4,0.482
GRIN2A,PCDH10,0.427
GRIN2A,NRXN2,0.452
GRIN2A,KCNC1,0.417
GRIN2A,CACNA1C,0.534
GRIN2A,GABRB2,0.55
GRIN2A,SLC1A2,0.783
GRIN2A,GRID2,0.711
GRIN2A,CAMK4,0.452
GRIN2A,CACNA1D,0.515
GRIN2A,BSN,0.588
GRIN2A,GRIA2,0.933
GRIN2A,CACNG2,0.88
GRIN2A,GRIK5,0.67
GRIN2A,NLGN2,0.521
GRIN2A,GRM5,0.841
GRIN2A,GABRB3,0.54
GRIN2A,DLGAP1,0.885
GRIN2A,CACNB2,0.42
GRIN2A,HTR3C,0.578
GRIN2A,GRID1,0.521
GRIN2A,CNTN4,0.402
GRIN2A,CADM2,0.407
GRIN2A,KCNA3,0.418
GRIN2A,ROBO2,0.425
GRIN2A,GRIP1,0.427
GRIN2A,KCNB1,0.432
GRIN2A,RELN,0.433
GRIN2A,SCN4A,0.441
GRIN2A,CNR1,0.443
GRIN2A,GABRG3,0.459
GRIN2A,PCDH19,0.462
GRIN2A,CACNA1B,0.469
GRIN2A,KCNA2,0.482
GRIN2A,STXBP1,0.487
GRIN2A,DRD3,0.49
GRIN2A,SCN8A,0.496
GRIN2A,CACNA1A,0.504
GRIN2A,KCNQ3,0.506
GRIN2A,DISC1,0.507
GRIN2A,GABRA2,0.508
GRIN2A,AGAP2,0.528
GRIN2A,SLC6A1,0.553
GRIN2A,NLGN1,0.554
GRIN2A,SHANK2,0.555
GRIN2A,DLGAP3,0.574
GRIN2A,DLGAP2,0.577
GRIN2A,GABRG2,0.586
GRIN2A,EPHB2,0.593
GRIN2A,NRXN1,0.617
GRIN2A,GRM7,0.645
GRIN2A,IQSEC2,0.649
GRIN2A,SYNGAP1,0.662
GRIN2A,GRIK4,0.69
GRIN2A,GRIK3,0.719
GRIN2A,RPH3A,0.737
GRIN2A,DPYSL2,0.746
GRIN2A,HOMER1,0.768
GRIN2A,CAMK2B,0.769
GRIN2A,DRD1,0.772
GRIN2A,CAMK2D,0.774
GRIN2A,LRFN2,0.802
GRIN2A,HTR3A,0.84
GRIN2A,GRIA3,0.886
GRIN2A,GRIA1,0.926
GRIN2A,CAMK2A,0.968
GRIN2A,DLG1,0.979
GRIN2A,DLG2,0.997
GRIN2A,DLG3,0.998
RIMS1,PPFIA1,0.789
RIMS1,SNAP25,0.949
RIMS1,SYP,0.46
RIMS1,NRXN2,0.491
RIMS1,CACNA1C,0.451
RIMS1,CACNA1D,0.563
RIMS1,BSN,0.659
RIMS1,GRIA2,0.648
RIMS1,DLGAP1,0.454
RIMS1,STXBP5,0.457
RIMS1,HOMER1,0.432
RIMS1,PPFIA3,0.841
RIMS1,SHANK2,0.573
RIMS1,CASKIN1,0.401
RIMS1,TSPOAP1,0.977
RIMS1,TRPM6,0.408
RIMS1,CACNA1E,0.455
RIMS1,CNR1,0.602
RIMS1,CACNA1B,0.636
RIMS1,STXBP1,0.943
RIMS1,DLGAP3,0.46
RIMS1,CACNA1F,0.56
RIMS1,RPH3A,0.459
RIMS1,WASF1,0.435
RIMS1,NRXN1,0.577
RIMS1,NLGN1,0.413
RIMS1,KIF1A,0.443
RIMS1,GRIA1,0.484
RIMS1,GRIK4,0.544
RIMS1,CAMK2A,0.562
RIMS1,CACNA1A,0.671
RIMS1,UNC13A,0.98
STXBP1,PPFIA1,0.643
STXBP1,SNAP25,0.999
STXBP1,SYP,0.672
STXBP1,PCDH10,0.848
STXBP1,NRXN2,0.692
STXBP1,CACNA1C,0.567
STXBP1,KCNMA1,0.439
STXBP1,CACNA1D,0.535
STXBP1,GRIA2,0.406
STXBP1,ITPR1,0.572
STXBP1,GABRB3,0.548
STXBP1,CACNB2,0.531
STXBP1,STXBP5,0.763
STXBP1,PPFIA3,0.685
STXBP1,TSPOAP1,0.517
STXBP1,SCN8A,0.697
STXBP1,CACNA2D1,0.465
STXBP1,SLC9A6,0.415
STXBP1,KCNB1,0.423
STXBP1,DNM1,0.766
STXBP1,PCDH19,0.876
STXBP1,APBB1,0.406
STXBP1,GNAI1,0.439
STXBP1,KCNA2,0.448
STXBP1,DPYSL2,0.461
STXBP1,RIMS2,0.466
STXBP1,ATP1A3,0.469
STXBP1,SYNJ1,0.511
STXBP1,KCNQ3,0.513
STXBP1,GRIA1,0.517
STXBP1,KIF1A,0.519
STXBP1,CACNA1A,0.531
STXBP1,IQSEC2,0.565
STXBP1,SYNGAP1,0.568
STXBP1,CADPS,0.601
STXBP1,GABRG2,0.637
STXBP1,RPH3A,0.657
STXBP1,SLC6A1,0.669
STXBP1,ARHGEF9,0.712
STXBP1,NRXN1,0.746
STXBP1,GRIA3,0.784
STXBP1,ARX,0.8
STXBP1,UNC13A,0.804
STXBP1,APBA2,0.966
TSPOAP1,MAPK8IP1,0.465
TSPOAP1,PPFIA1,0.65
TSPOAP1,SNAP25,0.558
TSPOAP1,PPFIA3,0.692
TSPOAP1,C15orf62,0.413
TSPOAP1,CACNA1A,0.533
TSPOAP1,RIMS2,0.97
NRXN2,LRRC4,0.485
NRXN2,PPFIA1,0.453
NRXN2,SNAP25,0.649
NRXN2,SYP,0.511
NRXN2,IL1RAPL1,0.402
NRXN2,UNC13A,0.405
NRXN2,CACNG2,0.408
NRXN2,SYNGAP1,0.409
NRXN2,GRID1,0.425
NRXN2,GRIK5,0.44
NRXN2,PTPRD,0.442
NRXN2,RIMS2,0.448
NRXN2,NRCAM,0.449
NRXN2,CNTN4,0.454
NRXN2,SPARCL1,0.456
NRXN2,DLG1,0.457
NRXN2,CASKIN1,0.462
NRXN2,LRRC4C,0.471
NRXN2,GRIP1,0.49
NRXN2,LRFN5,0.493
NRXN2,LRFN2,0.501
NRXN2,CAMK2A,0.507
NRXN2,EPHA1,0.525
NRXN2,ARHGEF9,0.532
NRXN2,GRIA1,0.538
NRXN2,PPFIA3,0.539
NRXN2,POMT1,0.592
NRXN2,PTPRS,0.605
NRXN2,GRIA2,0.607
NRXN2,MDGA1,0.612
NRXN2,DMD,0.615
NRXN2,PCDH11X,0.634
NRXN2,KCNA2,0.654
NRXN2,APBA2,0.659
NRXN2,FOXP2,0.668
NRXN2,ADGRL1,0.676
NRXN2,HOMER1,0.687
NRXN2,CADM1,0.71
NRXN2,DLG3,0.713
NRXN2,GRM5,0.713
NRXN2,DLGAP2,0.714
NRXN2,DLGAP3,0.719
NRXN2,POMGNT1,0.723
NRXN2,DLG2,0.741
NRXN2,DLGAP1,0.743
NRXN2,NXPH1,0.827
NRXN2,GRID2,0.88
NRXN2,SHANK2,0.88
NRXN2,NRXN1,0.922
NRXN2,NLGN2,0.999
NRXN2,NLGN1,0.999
NRXN2,NLGN4Y,0.999
DLG2,SNAP25,0.444
DLG2,SYP,0.468
DLG2,GABRB2,0.438
DLG2,LRRC4C,0.446
DLG2,GRID2,0.698
DLG2,CAMK4,0.53
DLG2,GRIA2,0.815
DLG2,GALNT10,0.427
DLG2,LRFN5,0.426
DLG2,CACNG2,0.783
DLG2,MAP1A,0.664
DLG2,NLGN2,0.784
DLG2,GRM5,0.702
DLG2,CTNND2,0.432
DLG2,DLGAP1,0.89
DLG2,GRID1,0.406
DLG2,HOMER1,0.821
DLG2,SHANK2,0.811
DLG2,DLG1,0.962
DLG2,NLGN4Y,0.696
DLG2,ATP2B2,0.53
DLG2,SMURF1,0.405
DLG2,KCNB1,0.417
DLG2,DLGAP3,0.847
DLG2,DLG3,0.984
DLG2,MDGA2,0.402
DLG2,GALNT13,0.417
DLG2,ANKS1B,0.428
DLG2,NRCAM,0.433
DLG2,PARD3B,0.469
DLG2,CTNNA2,0.486
DLG2,CAMK2D,0.49
DLG2,DPYSL2,0.528
DLG2,KCNA2,0.603
DLG2,IQSEC2,0.618
DLG2,CTNNA3,0.634
DLG2,CNTN4,0.65
DLG2,CAMK2B,0.65
DLG2,GRIA3,0.655
DLG2,CAMK2A,0.688
DLG2,NRXN1,0.778
DLG2,DLGAP2,0.811
DLG2,NLGN1,0.868
DLG2,SYNGAP1,0.884
DLG2,GRIA1,0.908
SNAP25,GFAP,0.762
SNAP25,PPFIA1,0.631
SNAP25,RIMS3,0.401
SNAP25,GNB2,0.409
SNAP25,KCNMA1,0.41
SNAP25,NRCAM,0.415
SNAP25,RIT2,0.416
SNAP25,DPYSL2,0.418
SNAP25,DRD3,0.419
SNAP25,GRIA3,0.427
SNAP25,CAMK2B,0.429
SNAP25,NLGN4Y,0.435
SNAP25,GABRB2,0.441
SNAP25,CDH13,0.45
SNAP25,DRD1,0.451
SNAP25,ATP1A3,0.457
SNAP25,CACNA1H,0.469
SNAP25,NLGN1,0.47
SNAP25,KCNC1,0.476
SNAP25,BACE1,0.48
SNAP25,GNAI1,0.499
SNAP25,ATP2B2,0.503
SNAP25,GRM5,0.505
SNAP25,CACNB2,0.506
SNAP25,RIMS2,0.508
SNAP25,GRIP1,0.522
SNAP25,KIF1A,0.541
SNAP25,ST8SIA2,0.548
SNAP25,MAP1B,0.57
SNAP25,CADPS,0.571
SNAP25,GRIK4,0.578
SNAP25,VCP,0.582
SNAP25,CAMK2A,0.589
SNAP25,CACNA1E,0.601
SNAP25,SLC1A2,0.602
SNAP25,ITPR1,0.606
SNAP25,SLC6A1,0.607
SNAP25,SCN8A,0.632
SNAP25,PCLO,0.666
SNAP25,SYNJ1,0.672
SNAP25,GABRG2,0.698
SNAP25,SYBU,0.704
SNAP25,PPFIA3,0.704
SNAP25,GRIA2,0.707
SNAP25,DNM1,0.716
SNAP25,GRIA1,0.731
SNAP25,CACNA1D,0.736
SNAP25,BSN,0.75
SNAP25,NRXN1,0.753
SNAP25,KCNB1,0.776
SNAP25,CACNA1C,0.782
SNAP25,UNC13A,0.806
SNAP25,CACNA1A,0.875
SNAP25,CACNA1B,0.884
SNAP25,SCGN,0.897
SNAP25,RPH3A,0.966
SNAP25,SYP,0.98
SNAP25,STXBP5,0.998
NRXN1,LRRC4,0.45
NRXN1,GFAP,0.414
NRXN1,PPFIA1,0.458
NRXN1,SYP,0.557
NRXN1,CNTN3,0.434
NRXN1,GABRA4,0.663
NRXN1,PCDH10,0.474
NRXN1,CACNA1C,0.492
NRXN1,GABRB2,0.633
NRXN1,EPHA1,0.525
NRXN1,LRRC4C,0.693
NRXN1,GRID2,0.915
NRXN1,GRIA2,0.695
NRXN1,LRFN5,0.532
NRXN1,CACNG2,0.435
NRXN1,GRIK5,0.502
NRXN1,ZNF804A,0.67
NRXN1,NLGN2,0.999
NRXN1,GRM5,0.766
NRXN1,CTNND2,0.451
NRXN1,GABRB3,0.63
NRXN1,TAOK2,0.524
NRXN1,MSRA,0.425
NRXN1,DLGAP1,0.774
NRXN1,CADM1,0.726
NRXN1,GRID1,0.482
NRXN1,HOMER1,0.706
NRXN1,PPFIA3,0.53
NRXN1,FBXO40,0.567
NRXN1,ADGRL1,0.711
NRXN1,SHANK2,0.914
NRXN1,CASKIN1,0.924
NRXN1,DLG1,0.472
NRXN1,LRFN2,0.517
NRXN1,NLGN4Y,0.999
NRXN1,PRODH,0.416
NRXN1,GRM7,0.418
NRXN1,NEGR1,0.421
NRXN1,ASTN2,0.684
NRXN1,DMD,0.662
NRXN1,CACNA1B,0.427
NRXN1,POMGNT1,0.672
NRXN1,POMT1,0.563
NRXN1,RIMS3,0.42
NRXN1,PCDH19,0.478
NRXN1,GRIK3,0.425
NRXN1,PCDH11X,0.661
NRXN1,DLGAP3,0.733
NRXN1,DLG3,0.717
NRXN1,DPP6,0.46
NRXN1,PCDH9,0.435
NRXN1,IL1RAPL1,0.518
NRXN1,NRCAM,0.5
NRXN1,PTCHD1,0.604
NRXN1,PTPRD,0.516
NRXN1,DRD3,0.448
NRXN1,TBR1,0.643
NRXN1,DPP10,0.441
NRXN1,CAMK2B,0.425
NRXN1,CNTN4,0.805
NRXN1,GRIP1,0.489
NRXN1,CADM2,0.531
NRXN1,NXPH1,0.973
NRXN1,CTNNA2,0.646
NRXN1,CTNNA3,0.401
NRXN1,MBD5,0.404
NRXN1,AP2M1,0.412
NRXN1,MDGA2,0.414
NRXN1,HS3ST5,0.43
NRXN1,GABRG3,0.433
NRXN1,GABRA2,0.44
NRXN1,CACNA1A,0.461
NRXN1,CNTN5,0.481
NRXN1,UNC13A,0.485
NRXN1,CNTNAP4,0.488
NRXN1,SLC6A1,0.495
NRXN1,CNTNAP5,0.504
NRXN1,GRIA3,0.509
NRXN1,SYNGAP1,0.519
NRXN1,ARHGEF9,0.541
NRXN1,RIMS2,0.541
NRXN1,CAMK2A,0.542
NRXN1,RELN,0.553
NRXN1,GABRG2,0.556
NRXN1,CNTN6,0.591
NRXN1,MDGA1,0.592
NRXN1,GRIA1,0.6
NRXN1,DISC1,0.602
NRXN1,KIF1A,0.627
NRXN1,KCNA2,0.632
NRXN1,FOXP2,0.665
NRXN1,SPARCL1,0.71
NRXN1,PTPRS,0.75
NRXN1,DLGAP2,0.803
NRXN1,APBA2,0.82
NRXN1,NLGN1,0.999
DLG3,GDA,0.901
DLG3,SYP,0.414
DLG3,GRID2,0.507
DLG3,GUCY1A2,0.413
DLG3,GRIA2,0.789
DLG3,CACNG2,0.9
DLG3,GRIK5,0.726
DLG3,NLGN2,0.883
DLG3,GRM5,0.642
DLG3,DLGAP1,0.887
DLG3,CADM1,0.787
DLG3,HOMER1,0.707
DLG3,SHANK2,0.744
DLG3,DLG1,0.974
DLG3,LRFN2,0.944
DLG3,OPHN1,0.47
DLG3,NLGN4Y,0.848
DLG3,KCNA3,0.713
DLG3,GRIK3,0.603
DLG3,DLGAP3,0.835
DLG3,IQSEC2,0.435
DLG3,ADGRB1,0.445
DLG3,CAMK2D,0.462
DLG3,GRIP1,0.463
DLG3,ARHGEF9,0.534
DLG3,FRMPD4,0.548
DLG3,CAMK2B,0.569
DLG3,PTCHD1,0.587
DLG3,NRCAM,0.627
DLG3,GRIK4,0.632
DLG3,GRIA3,0.644
DLG3,CAMK2A,0.688
DLG3,GRIA1,0.815
DLG3,DLGAP2,0.872
DLG3,NLGN1,0.892
DLG3,SYNGAP1,0.946
DLG3,NEDD4,0.946
PPFIA1,CASKIN1,0.405
PPFIA1,BSN,0.418
PPFIA1,UNC13A,0.428
PPFIA1,PRICKLE1,0.476
PPFIA1,SHANK2,0.486
PPFIA1,MACF1,0.489
PPFIA1,TANC2,0.5
PPFIA1,PPP1R9B,0.514
PPFIA1,RIMS2,0.514
PPFIA1,PPFIA3,0.544
PPFIA1,TLN2,0.544
PPFIA1,MAPK8IP3,0.613
PPFIA1,GRIA1,0.621
PPFIA1,KIF1A,0.834
PPFIA1,GRIP1,0.913
PPFIA1,PTPRD,0.973
PPFIA1,PTPRS,0.985
PPFIA3,SYP,0.414
PPFIA3,BSN,0.422
PPFIA3,GRIA2,0.417
PPFIA3,NLGN2,0.408
PPFIA3,GRIA1,0.422
PPFIA3,TANC2,0.444
PPFIA3,TLN2,0.451
PPFIA3,RIMS3,0.489
PPFIA3,CASKIN1,0.505
PPFIA3,UNC13A,0.527
PPFIA3,PPP1R9B,0.56
PPFIA3,RIMS2,0.601
PPFIA3,MAPK8IP3,0.673
PPFIA3,KIF1A,0.765
PPFIA3,GRIP1,0.781
PPFIA3,PTPRS,0.894
PPFIA3,PTPRD,0.966
DLG1,GDA,0.723
DLG1,MAST3,0.416
DLG1,SYP,0.424
DLG1,KCNC1,0.522
DLG1,GRIA2,0.809
DLG1,CACNG2,0.941
DLG1,GRIK5,0.617
DLG1,NLGN2,0.44
DLG1,DLGAP1,0.952
DLG1,KCND3,0.632
DLG1,HOMER1,0.553
DLG1,SHANK2,0.416
DLG1,NLGN4Y,0.402
DLG1,DISC1,0.41
DLG1,DMD,0.425
DLG1,PTPRS,0.458
DLG1,KCNA2,0.466
DLG1,CAMK2D,0.466
DLG1,NLGN1,0.483
DLG1,CAMK2B,0.556
DLG1,GRIK4,0.559
DLG1,GRIK3,0.575
DLG1,IQSEC2,0.582
DLG1,SYNGAP1,0.66
DLG1,KCNJ10,0.692
DLG1,GRIA3,0.697
DLG1,GRIP1,0.707
DLG1,DLGAP2,0.714
DLG1,CAMK2A,0.721
DLG1,NRCAM,0.752
DLG1,KIF13B,0.783
DLG1,KCNA3,0.814
DLG1,LRFN2,0.935
DLG1,GRIA1,0.999
TBCB,CADM2,0.402
TBCB,AP2S1,0.474
TBCB,TBCEL,0.486
CADM2,HEPACAM,0.469
CADM2,CADM1,0.825
AP2S1,GRIA2,0.519
AP2S1,DNM1,0.621
AP2S1,EPHB1,0.508
AP2S1,GRIP1,0.512
AP2S1,EPHB2,0.509
AP2S1,AP2M1,0.999
AP2S1,HLA-DPB1,0.504
AP2S1,SYNJ1,0.624
AP2S1,GRIA1,0.522
AP2S1,CLTCL1,0.955
AP2S1,LDLR,0.522
AP2S1,GRIA3,0.507
AP2S1,LRP2,0.553
AP2S1,AP1S2,0.751
TBCEL,TECTA,0.455
ICA1,RAB2A,0.886
ICA1,ASAP2,0.445
TEK,THBS1,0.49
TEK,PTPRB,0.896
TEK,NIPA1,0.424
TEK,CX3CR1,0.572
TEK,NRP2,0.4
GNB2,CACNA1C,0.658
GNB2,CACNA1D,0.651
GNB2,ADCY1,0.803
GNB2,CSNK1G1,0.433
GNB2,SSR4,0.452
GNB2,ATP2B1,0.453
GNB2,GRIK3,0.503
GNB2,CACNB2,0.505
GNB2,KCNJ10,0.534
GNB2,KCNJ15,0.534
GNB2,AGTR2,0.545
GNB2,GNB1L,0.56
GNB2,CACNA1F,0.651
GNB2,RGS7,0.671
GNB2,ADCY3,0.703
GNB2,ITPR1,0.704
GNB2,CNR1,0.725
GNB2,CACNA1B,0.744
GNB2,CACNA1A,0.744
GNB2,CACNA1G,0.825
GNB2,CACNA1H,0.829
GNB2,DRD3,0.848
GNB2,PREX1,0.932
GNB2,ADGRL1,0.968
GNB2,GNAI1,0.979
GNB2,GNAS,0.986
PLCD4,DGKI,0.752
PLCD4,ITPR1,0.92
PLCD4,OCRL,0.66
PLCD4,INPP1,0.901
PLCD4,SYNJ1,0.668
SYNJ1,SYP,0.465
SYNJ1,RAB39B,0.581
SYNJ1,OCRL,0.937
SYNJ1,SMAP2,0.428
SYNJ1,DNM1,0.874
SYNJ1,AP2M1,0.867
SYNJ1,AP1S2,0.606
SYNJ1,CLTCL1,0.907
